abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
0.1889917194349732,0.13491861799020888,3293,1883,Bacteroides,,ERR1883207
0.0799913405855929,0.09808365820806161,2235,1371,Barnesiella,,ERR1883207
0.07850300373437247,0.008860336752874771,2808,1732,Blautia,,ERR1883207
0.1005845104724793,0.05895745653008155,1986,1472,Faecalibacterium,,ERR1883207
0.09235806678573362,0.14514205698498125,2879,1747,Parabacteroides,,ERR1883207
0.45957135898684853,0.7217931978469575,2712,1656,Phocaeicola,,ERR1883207
0.1889917194349732,0.2600371336736013,3293,1883,Bacteroides,1.0,ERR1883207
0.0799913405855929,0.12039309759549512,2235,1371,Barnesiella,1.0,ERR1883207
0.07850300373437247,0.10046810634552905,2808,1732,Blautia,1.0,ERR1883207
0.1005845104724793,0.13062624433330827,1986,1472,Faecalibacterium,1.0,ERR1883207
0.09235806678573362,0.12897152897393888,2879,1747,Parabacteroides,1.0,ERR1883207
0.45957135898684853,0.6383727690251413,2712,1656,Phocaeicola,1.0,ERR1883207
0.1889917194349732,0.2352096146565577,3293,1883,Bacteroides,0.9,ERR1883207
0.0799913405855929,0.10217342545283478,2235,1371,Barnesiella,0.9,ERR1883207
0.07850300373437247,0.09580306815829497,2808,1732,Blautia,0.9,ERR1883207
0.1005845104724793,0.12211488675360811,1986,1472,Faecalibacterium,0.9,ERR1883207
0.09235806678573362,0.11513515206784168,2879,1747,Parabacteroides,0.9,ERR1883207
0.45957135898684853,0.5735763627181317,2712,1656,Phocaeicola,0.9,ERR1883207
0.1889917194349732,0.2091752671634938,3293,1883,Bacteroides,0.8,ERR1883207
0.0799913405855929,0.08811716506918926,2235,1371,Barnesiella,0.8,ERR1883207
0.07850300373437247,0.0869726029890509,2808,1732,Blautia,0.8,ERR1883207
0.1005845104724793,0.11143219074205327,1986,1472,Faecalibacterium,0.8,ERR1883207
0.09235806678573362,0.10223466590925827,2879,1747,Parabacteroides,0.8,ERR1883207
0.45957135898684853,0.5091999110703749,2712,1656,Phocaeicola,0.8,ERR1883207
0.1889917194349732,0.18316989488655977,3293,1883,Bacteroides,0.7000000000000001,ERR1883207
0.0799913405855929,0.07750707873996243,2235,1371,Barnesiella,0.7000000000000001,ERR1883207
0.07850300373437247,0.07608523723243646,2808,1732,Blautia,0.7000000000000001,ERR1883207
0.1005845104724793,0.09748531689296966,1986,1472,Faecalibacterium,0.7000000000000001,ERR1883207
0.09235806678573362,0.08951284725708586,2879,1747,Parabacteroides,0.7000000000000001,ERR1883207
0.45957135898684853,0.4454157412829289,2712,1656,Phocaeicola,0.7000000000000001,ERR1883207
0.1889917194349732,0.15714780959776112,3293,1883,Bacteroides,0.6,ERR1883207
0.0799913405855929,0.06626736968631475,2235,1371,Barnesiella,0.6,ERR1883207
0.07850300373437247,0.06532255796287155,2808,1732,Blautia,0.6,ERR1883207
0.1005845104724793,0.08359075893118605,1986,1472,Faecalibacterium,0.6,ERR1883207
0.09235806678573362,0.07677991320641926,2879,1747,Parabacteroides,0.6,ERR1883207
0.45957135898684853,0.38179106409572816,2712,1656,Phocaeicola,0.6,ERR1883207
0.1889917194349732,0.13094848151374158,3293,1883,Bacteroides,0.5,ERR1883207
0.0799913405855929,0.05510475032979694,2235,1371,Barnesiella,0.5,ERR1883207
0.07850300373437247,0.054480053977254694,2808,1732,Blautia,0.5,ERR1883207
0.1005845104724793,0.06967389828063127,1986,1472,Faecalibacterium,0.5,ERR1883207
0.09235806678573362,0.06399590495479981,2879,1747,Parabacteroides,0.5,ERR1883207
0.45957135898684853,0.31817593496400015,2712,1656,Phocaeicola,0.5,ERR1883207
0.1889917194349732,0.10469687988060997,3293,1883,Bacteroides,0.4,ERR1883207
0.0799913405855929,0.04398498120701844,2235,1371,Barnesiella,0.4,ERR1883207
0.07850300373437247,0.04349394703241178,2808,1732,Blautia,0.4,ERR1883207
0.1005845104724793,0.05572010211943245,1986,1472,Faecalibacterium,0.4,ERR1883207
0.09235806678573362,0.05116393164639161,2879,1747,Parabacteroides,0.4,ERR1883207
0.45957135898684853,0.2545445083269506,2712,1656,Phocaeicola,0.4,ERR1883207
0.1889917194349732,0.07851937152403428,3293,1883,Bacteroides,0.30000000000000004,ERR1883207
0.0799913405855929,0.03274865039587609,2235,1371,Barnesiella,0.30000000000000004,ERR1883207
0.07850300373437247,0.03261958357375695,2808,1732,Blautia,0.30000000000000004,ERR1883207
0.1005845104724793,0.041793894437172956,1986,1472,Faecalibacterium,0.30000000000000004,ERR1883207
0.09235806678573362,0.03837586101817557,2879,1747,Parabacteroides,0.30000000000000004,ERR1883207
0.45957135898684853,0.19095972427929764,2712,1656,Phocaeicola,0.30000000000000004,ERR1883207
0.1889917194349732,0.05242944769250941,3293,1883,Bacteroides,0.2,ERR1883207
0.0799913405855929,0.021205281051577513,2235,1371,Barnesiella,0.2,ERR1883207
0.07850300373437247,0.021780777045741866,2808,1732,Blautia,0.2,ERR1883207
0.1005845104724793,0.027899272036128003,1986,1472,Faecalibacterium,0.2,ERR1883207
0.09235806678573362,0.025607044894689204,2879,1747,Parabacteroides,0.2,ERR1883207
0.45957135898684853,0.12735203997257283,2712,1656,Phocaeicola,0.2,ERR1883207
0.1889917194349732,0.026249723437571825,3293,1883,Bacteroides,0.1,ERR1883207
0.0799913405855929,0.00968437685474442,2235,1371,Barnesiella,0.1,ERR1883207
0.07850300373437247,0.010898987971171555,2808,1732,Blautia,0.1,ERR1883207
0.1005845104724793,0.013964671522817601,1986,1472,Faecalibacterium,0.1,ERR1883207
0.09235806678573362,0.012827897531060655,2879,1747,Parabacteroides,0.1,ERR1883207
0.45957135898684853,0.06381952891613746,2712,1656,Phocaeicola,0.1,ERR1883207
0.20878716288773663,-1.0007010479971385e-06,3293,1883,Bacteroides,,ERR1883195
0.14546068174147822,-8.492708650724198e-07,1986,1472,Faecalibacterium,,ERR1883195
0.0943760930261099,0.16864541185466647,2879,1747,Parabacteroides,,ERR1883195
0.5513760623446753,0.5431984950330137,2712,1656,Phocaeicola,,ERR1883195
0.20878716288773663,0.1732925521802166,3293,1883,Bacteroides,1.0,ERR1883195
0.14546068174147822,0.11059222366903691,1986,1472,Faecalibacterium,1.0,ERR1883195
0.0943760930261099,0.0798162318696044,2879,1747,Parabacteroides,1.0,ERR1883195
0.5513760623446753,0.4636065235636085,2712,1656,Phocaeicola,1.0,ERR1883195
0.20878716288773663,0.15640395874639737,3293,1883,Bacteroides,0.9,ERR1883195
0.14546068174147822,0.1027561769241273,1986,1472,Faecalibacterium,0.9,ERR1883195
0.0943760930261099,0.07157432213078259,2879,1747,Parabacteroides,0.9,ERR1883195
0.5513760623446753,0.41626420740556963,2712,1656,Phocaeicola,0.9,ERR1883195
0.20878716288773663,0.13958547155204745,3293,1883,Bacteroides,0.8,ERR1883195
0.14546068174147822,0.0947953697129291,1986,1472,Faecalibacterium,0.8,ERR1883195
0.0943760930261099,0.06322891213021997,2879,1747,Parabacteroides,0.8,ERR1883195
0.5513760623446753,0.3690503354876447,2712,1656,Phocaeicola,0.8,ERR1883195
0.20878716288773663,0.12208327765569009,3293,1883,Bacteroides,0.7000000000000001,ERR1883195
0.14546068174147822,0.08507106384740071,1986,1472,Faecalibacterium,0.7000000000000001,ERR1883195
0.0943760930261099,0.05517916817146102,2879,1747,Parabacteroides,0.7000000000000001,ERR1883195
0.5513760623446753,0.32232533118913315,2712,1656,Phocaeicola,0.7000000000000001,ERR1883195
0.20878716288773663,0.104621103337557,3293,1883,Bacteroides,0.6,ERR1883195
0.14546068174147822,0.07289105965951787,1986,1472,Faecalibacterium,0.6,ERR1883195
0.0943760930261099,0.04729083620414231,2879,1747,Parabacteroides,0.6,ERR1883195
0.5513760623446753,0.27629708927413144,2712,1656,Phocaeicola,0.6,ERR1883195
0.20878716288773663,0.08718512721278807,3293,1883,Bacteroides,0.5,ERR1883195
0.14546068174147822,0.060742703958433425,1986,1472,Faecalibacterium,0.5,ERR1883195
0.0943760930261099,0.039410119719913025,2879,1747,Parabacteroides,0.5,ERR1883195
0.5513760623446753,0.23024748990340296,2712,1656,Phocaeicola,0.5,ERR1883195
0.20878716288773663,0.06974455062822149,3293,1883,Bacteroides,0.4,ERR1883195
0.14546068174147822,0.04859361961815768,1986,1472,Faecalibacterium,0.4,ERR1883195
0.0943760930261099,0.03153003997523683,2879,1747,Parabacteroides,0.4,ERR1883195
0.5513760623446753,0.1841984029937327,2712,1656,Phocaeicola,0.4,ERR1883195
0.20878716288773663,0.05231099248754512,3293,1883,Bacteroides,0.30000000000000004,ERR1883195
0.14546068174147822,0.036446776763599066,1986,1472,Faecalibacterium,0.30000000000000004,ERR1883195
0.0943760930261099,0.023646445318263674,2879,1747,Parabacteroides,0.30000000000000004,ERR1883195
0.5513760623446753,0.138152947422876,2712,1656,Phocaeicola,0.30000000000000004,ERR1883195
0.20878716288773663,0.03494000087210994,3293,1883,Bacteroides,0.2,ERR1883195
0.14546068174147822,0.02434036735158061,1986,1472,Faecalibacterium,0.2,ERR1883195
0.0943760930261099,0.01576785103037058,2879,1747,Parabacteroides,0.2,ERR1883195
0.5513760623446753,0.09206211702266508,2712,1656,Phocaeicola,0.2,ERR1883195
0.20878716288773663,0.017439429289333685,3293,1883,Bacteroides,0.1,ERR1883195
0.14546068174147822,0.012124175689751297,1986,1472,Faecalibacterium,0.1,ERR1883195
0.0943760930261099,0.007883097994129227,2879,1747,Parabacteroides,0.1,ERR1883195
0.5513760623446753,0.046054456769426724,2712,1656,Phocaeicola,0.1,ERR1883195
0.9323951340852558,0.1611577326216034,2274,1386,Akkermansia,,ERR1883214
0.06760486591474427,1.9301413238880536,3532,2001,Clostridium,,ERR1883214
0.9323951340852558,0.29715509486667846,2274,1386,Akkermansia,1.0,ERR1883214
0.06760486591474427,0.054437367808359095,3532,2001,Clostridium,1.0,ERR1883214
0.9323951340852558,0.2695467306084459,2274,1386,Akkermansia,0.9,ERR1883214
0.06760486591474427,0.03833041149226123,3532,2001,Clostridium,0.9,ERR1883214
0.9323951340852558,0.23960466737895827,2274,1386,Akkermansia,0.8,ERR1883214
0.06760486591474427,0.0321377302160026,3532,2001,Clostridium,0.8,ERR1883214
0.9323951340852558,0.21085646526932864,2274,1386,Akkermansia,0.7000000000000001,ERR1883214
0.06760486591474427,0.02462646531082383,3532,2001,Clostridium,0.7000000000000001,ERR1883214
0.9323951340852558,0.1827052774087138,2274,1386,Akkermansia,0.6,ERR1883214
0.06760486591474427,0.015811874231857138,3532,2001,Clostridium,0.6,ERR1883214
0.9323951340852558,0.15094380065897506,2274,1386,Akkermansia,0.5,ERR1883214
0.06760486591474427,0.010852144864158163,3532,2001,Clostridium,0.5,ERR1883214
0.9323951340852558,0.11981660570671258,2274,1386,Akkermansia,0.4,ERR1883214
0.06760486591474427,0.008601534962891132,3532,2001,Clostridium,0.4,ERR1883214
0.9323951340852558,0.09133586278339385,2274,1386,Akkermansia,0.30000000000000004,ERR1883214
0.06760486591474427,0.006553670277114733,3532,2001,Clostridium,0.30000000000000004,ERR1883214
0.9323951340852558,0.0613244920112683,2274,1386,Akkermansia,0.2,ERR1883214
0.06760486591474427,0.00439456262308726,3532,2001,Clostridium,0.2,ERR1883214
0.9323951340852558,0.029904880882743585,2274,1386,Akkermansia,0.1,ERR1883214
0.06760486591474427,0.0021537635250281567,3532,2001,Clostridium,0.1,ERR1883214
0.10660524266805085,0.38202393934808476,3293,1883,Bacteroides,,ERR1883212
0.10375032442252789,0.14781403733977558,2808,1732,Blautia,,ERR1883212
0.3517064624967558,0.23615290785805487,1986,1472,Faecalibacterium,,ERR1883212
0.2722878276667532,0.713807938967314,2712,1656,Phocaeicola,,ERR1883212
0.16565014274591228,0.15339684362141678,2860,1805,Streptococcus,,ERR1883212
0.10660524266805085,0.1631529964046391,3293,1883,Bacteroides,1.0,ERR1883212
0.10375032442252789,0.14596275454598615,2808,1732,Blautia,1.0,ERR1883212
0.3517064624967558,0.49351694255523854,1986,1472,Faecalibacterium,1.0,ERR1883212
0.2722878276667532,0.4208810188647374,2712,1656,Phocaeicola,1.0,ERR1883212
0.16565014274591228,0.2304782256266668,2860,1805,Streptococcus,1.0,ERR1883212
0.10660524266805085,0.13925315897693644,3293,1883,Bacteroides,0.9,ERR1883212
0.10375032442252789,0.13540028391773218,2808,1732,Blautia,0.9,ERR1883212
0.3517064624967558,0.4589558137332779,1986,1472,Faecalibacterium,0.9,ERR1883212
0.2722878276667532,0.35573498127455905,2712,1656,Phocaeicola,0.9,ERR1883212
0.16565014274591228,0.21644746345031074,2860,1805,Streptococcus,0.9,ERR1883212
0.10660524266805085,0.1237012429717883,3293,1883,Bacteroides,0.8,ERR1883212
0.10375032442252789,0.12038929549650439,2808,1732,Blautia,0.8,ERR1883212
0.3517064624967558,0.4081508420323561,1986,1472,Faecalibacterium,0.8,ERR1883212
0.2722878276667532,0.31599240042274296,2712,1656,Phocaeicola,0.8,ERR1883212
0.16565014274591228,0.19223899983436393,2860,1805,Streptococcus,0.8,ERR1883212
0.10660524266805085,0.10823962876677622,3293,1883,Bacteroides,0.7000000000000001,ERR1883212
0.10375032442252789,0.10535076229264409,2808,1732,Blautia,0.7000000000000001,ERR1883212
0.3517064624967558,0.3571266111399724,1986,1472,Faecalibacterium,0.7000000000000001,ERR1883212
0.2722878276667532,0.276492062267209,2712,1656,Phocaeicola,0.7000000000000001,ERR1883212
0.16565014274591228,0.16820478170850175,2860,1805,Streptococcus,0.7000000000000001,ERR1883212
0.10660524266805085,0.09278248730051337,3293,1883,Bacteroides,0.6,ERR1883212
0.10375032442252789,0.09030566542883785,2808,1732,Blautia,0.6,ERR1883212
0.3517064624967558,0.30611574309468403,1986,1472,Faecalibacterium,0.6,ERR1883212
0.2722878276667532,0.236984960986496,2712,1656,Phocaeicola,0.6,ERR1883212
0.16565014274591228,0.14418547185115838,2860,1805,Streptococcus,0.6,ERR1883212
0.10660524266805085,0.07732342194409693,3293,1883,Bacteroides,0.5,ERR1883212
0.10375032442252789,0.07525314370687577,2808,1732,Blautia,0.5,ERR1883212
0.3517064624967558,0.25509562930934404,1986,1472,Faecalibacterium,0.5,ERR1883212
